市场,代码,名称,东财一级行业,东财细分行业,证监会行业,注册/登记地址,办公地址,区/园区,港股通,口径
港股(剔除),01566,华夏文化科技,旅游及消闲设施,旅游及消闲设施,旅游及消闲设施,"Cricket Square, Hutchins Drive, P.O. Box 2681, Grand Cayman, Cayman Islands","香港湾仔港湾道26号华润大厦29楼2905室,中华人民共和国([中国])深圳龙岗区龙城街道友谊路华夏动漫创意产业园",龙岗区,N,非港股通
港股(剔除),01613,协同通信,软件服务,软件服务,软件服务,"Cricket Square, Hutchins Drive, P.O. Box 2681, Grand Cayman, Cayman Islands","香港九龙尖沙咀东部新文华中心A座10楼1011室,中国深圳市罗湖区清水河一路腾邦大厦B栋",罗湖区,N,非港股通
港股(剔除),01622,力高地产,地产,地产,地产,"Cricket Square, Hutchins Drive, PO Box 2681, Grand Cayman, Cayman Islands","香港九龙九龙湾宏照道39号企业广场3期2001-2号室,中华人民共和国深圳市南山区侨香路4080号侨城坊一期五号楼力高大厦",南山区,N,地产
港股(剔除),01626,嘉耀,工用支援,工用支援,工用支援,"P .O . Box 31119 Grand Pavilion, Hibiscus Way, 802 West Bay Road, Grand Cayman, Cayman Islands","香港铜锣湾勿地臣街1号时代广场二座28楼2812室,中国广东省深圳市南山区沙河西路3157号南山智谷产业园F栋19楼6室",南山区,N,非港股通
港股(剔除),01638,佳兆业,地产,地产,地产,"Cricket Square, Hutchins Drive, P.O. Box 2681, Grand Cayman, Cayman Islands","香港中环皇后大道中99号中环中心30楼,中国深圳市罗湖区人民南路嘉里中心3306室",罗湖区,N,地产
港股(剔除),01679,瑞斯康,软件服务,软件服务,软件服务,"Cricket Square, Hutchins Drive, PO Box 2681, Grand Cayman, Cayman Islands","香港九龙观塘巧明街100号Landmark East友邦九龙大楼31楼3102室,中国深圳市南山区西丽街道深圳国际创新谷8栋A座41楼",南山区,N,非港股通
港股(剔除),01698,腾讯音乐娱乐,媒体及娱乐,媒体及娱乐,媒体及娱乐,"PO Box 309, Ugland House, Grand Cayman, Cayman Islands","中国深圳市南山区高新科技园科技中三路科兴科学园D3栋12楼,香港铜锣湾希慎道33号利园一期19楼1920室",南山区,N,非港股通
港股(剔除),01757,环球华商俱乐部,建筑,建筑,建筑,"Windward 3, Regatta Office Park, P.O. Box 1350, Grand Cayman, Cayman Islands","中国深圳市龙岗区坂田街道岗头社区天安云谷产业园二期4栋2101至2105单元,香港中环夏悫道10号长江集团中心二期东座35楼2单元",龙岗区,N,非港股通
港股(剔除),01769,思考乐教育,支援服务,支援服务,支援服务,"Cricket Square, Hutchins Drive, P .O. Box 2681, Grand Cayman, Cayman Islands","香港九龙柯士甸道83号柯士甸广场22楼04室,中国深圳市罗湖区深南东路1001号深润大厦43楼",罗湖区,N,非港股通
港股(剔除),01777,花样年,地产,地产,地产,"Cricket Square, Hutchins Drive, PO Box 2681, Grand Cayman, Cayman Islands","香港中环干诺道中64号中华厂商会大厦21楼,中国广东省深圳市福田保税区市花路与紫荆路交汇处福年广场A栋",—,N,地产
港股(剔除),01778,彩生活服务,地产,地产,地产,"Cricket Square, Hutchins Drive, PO Box 2681, Grand Cayman, Cayman Islands","中国深圳市龙华区梅龙大道七星商业广场B座1203-09室,香港中环干诺道中64号中华厂商会大厦21楼",龙华区,N,地产
港股(剔除),01802,文业,建筑,建筑,建筑,"P.O. Box 31119, Grand Pavilion, Hibiscus Way, 802 West Bay Road, Grand Cayman, Cayman Islands","香港德辅道中121号远东发展大厦17楼1704室,中国深圳市罗湖区笋岗街道田心社区宝安北路3008号宝能中心E栋20层",罗湖区,N,非港股通
港股(剔除),01815,珠峰黄金,黄金及贵金属,黄金及贵金属,黄金及贵金属,"One Nexus Way, Camana Bay, Grand Cayman, Cayman Islands","香港上环干诺道中168-200号信德中心招商局大厦17楼05室,中国广东省深圳市罗湖区东晓街道独树社区布心路3008号水贝珠宝总部大厦A座37楼",罗湖区,N,非港股通
港股(剔除),01856,依波路,纺织及服饰,纺织及服饰,纺织及服饰,"P.O. Box 31119 Grand Pavilion, Hibiscus Way, 802 West Bay Road, Grand Cayman, Cayman Islands","香港沙田火炭黄竹洋街5-7号富昌中心12楼J室,中华人民共和国深圳光明新区公明街道金安路依波大厦",光明新区,N,非港股通
港股(剔除),01857,中国光大水务,公用事业,公用事业,公用事业,"Richmond House, 12 Par-la-Ville Road, Hamilton, Bermuda","中国广东省深圳市福田区深南大道1003号东方新天地广场A座26楼,香港夏悫道16号远东金融中心36楼3601室",福田区,N,非港股通
港股(剔除),01909,火岩,软件服务,软件服务,软件服务,"Clifton House, 75 Fort Street, P.O. Box 1350, Grand Cayman, Cayman Islands","香港德辅道中19号环球大厦22楼2201-2203室,中国深圳市南山区留仙大道3370号南山智园崇文园区1号楼9层",南山区,N,非港股通
港股(剔除),01967,信恳智能,工业工程,工业工程,工业工程,"Windward 3, Regatta Office Park, PO Box 1350, Grand Cayman, Cayman Islands","深圳宝安区福永街道白石厦新开发区第七栋,香港上环文咸东街50号宝恒商业中心17楼1705室",宝安区,N,非港股通
港股(剔除),02041,深圳麦科田生物医疗技术,其他医疗保健,其他医疗保健,其他医疗保健,中国深圳市南山区西丽街道西丽社区打石一路深圳国际创新谷7栋A座701房,"中国深圳市南山区西丽街道西丽社区打石一路深圳国际创新谷7栋A座701房,香港铜锣湾希慎道33号利园一期19楼1916室",南山区,N,非港股通
港股(剔除),02150,奈雪的茶,旅游及消闲设施,旅游及消闲设施,旅游及消闲设施,"190 Elgin Avenue, George Town, Grand Cayman, Cayman Islands","中国深圳市福田区车公庙工业区皇冠科技园3栋F门2楼,香港湾仔皇后大道东248号大新金融中心40楼",福田区,N,非港股通
港股(剔除),02168,佳兆业美好,地产,地产,地产,"Cricket Square, Hutchins Drive, P.O. Box 2681, Grand Cayman, Cayman Islands","香港铜锣湾希慎道33号利园一期19楼1901室,中国深圳市福田区南园路66号佳兆业中心A座507室",福田区,N,地产
港股(剔除),02178,百勤油田服务,石油及天然气,石油及天然气,石油及天然气,"Commerce House, Wickhams Cay 1, P.O. Box 3140, Road Town, Tortola, British Virgin Islands","香港九龙广东道30号新港中心一期16楼1603A室,中国广东深圳南山区海德三道天利中央商务广场A座7楼705-710室",南山区,N,非港股通
港股(剔除),02239,国微,资讯科技器材,资讯科技器材,资讯科技器材,"Maples Corporate, Services Limited, PO Box 309, Ugland House, Grand Cayman, Cayman Islands","香港湾仔港湾道26号华润大厦42楼4202-04室,中国深圳市南山区科技园南区高新南一道国微大厦",南山区,N,非港股通
港股(剔除),02283,东江,工业工程,工业工程,工业工程,"Cricket Square, Hutchins Drive, PO Box 2681, Grand Cayman, Cayman Islands","香港新界荃湾青山道491-501号嘉力工业中心B座9楼19号,中国深圳光明区凤凰街道办塘家社区东江科技工业园",光明区,N,非港股通
港股(剔除),02369,酷派,资讯科技器材,资讯科技器材,资讯科技器材,"Cricket Square, Hutchins Drive, P.O. Box 2681, Grand Cayman, Cayman Islands","香港湾仔港湾道18号中环广场11字楼1105室,深圳市南山区高新技术产业园北区梦溪道2号酷派信息港",南山区,N,非港股通
港股(剔除),02370,力高健康生活,地产,地产,地产,"Cricket Square, Hutchins Drive, P.O. Box 2681, Grand Cayman, Cayman Islands","香港九龙九龙湾宏照道39号企业广场3期2001-2室,中国深圳市南山区侨香路4080号一期侨城坊5号楼力高大厦14楼",南山区,N,地产
港股(剔除),02411,深圳百果园实业,食物饮品,食物饮品,食物饮品,深圳市盐田区海山街道鹏湾社区深盐路2005号百果园科技大厦1701,"中国广东省深圳市龙岗区南湾街道下李朗社区平吉大道1号建昇大厦B座B1101-1103、B1105-1113、B1115-1122、B1201-1203、B1205-1213、B1215-1217,香港湾仔皇后大道东248号大新金融中心40楼",盐田区,N,非港股通
港股(剔除),02429,北京友宝在线科技,食物饮品,食物饮品,食物饮品,中国北京市密云区经济发展区康宝路8号云开置业办公楼128室,"中国深圳市南山区深云西二路天健创智中心A塔4楼,香港铜锣湾希慎道33号利园一期19楼1922室",南山区,N,非港股通
港股(剔除),02431,深圳佑驾创新科技,软件服务,软件服务,软件服务,中国广东省深圳市福田区沙头街道上沙社区滨河大道9285号中洲滨海商业中心二期1栋A座25层,"香港铜锣湾希慎道33号利园一期19楼1918室,中国广东省深圳市福田区沙头街道上沙社区滨河大道9285号中洲滨海商业中心二期1栋A座25层",福田区,N,非港股通
港股(剔除),02436,凌雄科技,资讯科技器材,资讯科技器材,资讯科技器材,"PO Box 309, Ugland House, Grand Cayman, Cayman Islands","中国深圳市福田区梅林街道孖岭社区凯丰路10号翠林大厦5楼501,香港观塘创业街25号创富中心22楼5-6室",福田区,N,非港股通
港股(剔除),02458,望尘科技,软件服务,软件服务,软件服务,"PO Box 309, Ugland House, Grand Cayman, Cayman Islands","中国深圳前海深港合作区南山街道兴海大道3040号前海世茂金融中心二期4203–4204,香港北角电气道148号31楼",前海深港合作区,N,非港股通
港股(剔除),02488,深圳市元征科技,汽车,汽车,汽车,深圳市龙岗区阪田街道五和大道北4012号元征工业园,"元征工业园中华人民共和国深圳市龙岗区雪岗工业区五和大道北,香港中环皇后大道中70号卡佛大厦1104室",龙岗区,N,非港股通
港股(剔除),02503,中深建业,建筑,建筑,建筑,"Cricket Square, Hutchins Drive,P.O.Box 2681, Grand Cayman, Cayman Islands","中国广东省深圳市光明区光明大道与东长路交叉口东南侧南太云创谷2栋615–616号,香港湾仔轩尼诗道302–308号集成中心12楼1204室",光明区,N,非港股通
港股(剔除),02505,EDA,工用支援,工用支援,工用支援,"P.O. Box 31119 Grand Pavilion, Hibiscus Way, 802 West Bay Road, Grand Cayman, Cayman Islands","中国深圳宝安区新安街道兴东社区稻兴环球科创中心A座21层,香港新界荃湾杨屋道88号88广场35楼G室",宝安区,N,非港股通
港股(剔除),02511,君圣泰医药,药品及生物科技,药品及生物科技,药品及生物科技,"Cricket Square, Hutchins Drive, P.O. Box 2681, Grand Cayman, Cayman Islands","中国广东省深圳市龙岗区吉华街道甘李二路中海信创新产业城18B-102,香港湾仔皇后大道东248号大新金融中心40楼",龙岗区,N,非港股通
港股(剔除),02519,傲基跨境商务,专业零售,专业零售,专业零售,中国广东省深圳市龙岗区南湾街道李朗社区平吉大道66号康利信息谷大楼106室,"中国广东省深圳市龙岗区南湾街道李朗社区平吉大道66号康利信息谷大楼106室,香港铜锣湾希慎道33号利园一期19楼1918室",龙岗区,N,非港股通
港股(剔除),02543,大行科工,家庭电器及用品,家庭电器及用品,家庭电器及用品,中国深圳宝安区松岗街道沙浦社区艺展四路8号艺展商务大厦801,"中国深圳宝安区松岗街道沙浦社区艺展四路8号艺展商务大厦801,香港中环皇后大道中5号衡怡大厦28楼",宝安区,N,非港股通
港股(剔除),02550,宜搜科技,媒体及娱乐,媒体及娱乐,媒体及娱乐,"Suite 102, Cannon Place, P.O. Box 712, North Sound Road, George Town Grand Cayman, Cayman Islands","中国深圳市南山区科园路软件产业基地5C栋403室,香港上环文咸东街50号Strand 50 13楼6室",南山区,N,非港股通
港股(剔除),02660,禅游科技,软件服务,软件服务,软件服务,"Cricket Square, Hutchins Drive, P.O. Box 2681, Grand Cayman, Cayman Islands","香港九龙新蒲岗大有街3号万迪广场27楼G室,中国深圳市南山区科技园科技南十二路长虹科技大厦1304-06室",南山区,N,非港股通
港股(剔除),02677,卓正医疗,其他医疗保健,其他医疗保健,其他医疗保健,"Floor 4, Willow House, Cricket Square, Grand Cayman, Cayman Islands","中国深圳市南山区工业四路万融大厦A座4楼,香港铜锣湾希慎道33号利园第一期19楼1901室",南山区,N,非港股通
港股(剔除),03231,优地机器人,资讯科技器材,资讯科技器材,资讯科技器材,中国江苏省无锡市无锡经济开发区高浪东路999-8号B2栋6层7-11轴,"中国广东省深圳市宝安区新安街道兴东社区67区留芳路庭威产业园1号楼5D,香港德辅道中188号金龙中心19楼",宝安区,N,非港股通
港股(剔除),03303,巨涛海洋石油服务,石油及天然气,石油及天然气,石油及天然气,"Cricket Square, Hutchins Drive, PO Box 2681, Grand Cayman, Cayman Islands","香港中环皇后大道中9号18楼,中国深圳市南山区蛇口赤湾石油大厦十楼",南山区,N,非港股通
