市场,代码,名称,东财一级行业,东财细分行业,证监会行业,注册/登记地址,办公地址,区/园区,港股通,口径
A股,300044,*ST赛为,信息技术,计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市龙岗区南湾街道下李朗社区联李东路8号赛为大楼A101至15楼,广东省深圳市南山区粤海街道高新区社区科苑南路3156号深圳湾创新科技中心2栋A座25层,龙岗区,,注册地在深圳
A股,300047,天源迪科,信息技术,计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市福田区梅林街道梅亭社区广夏路1号创智云中心A栋2501,深圳市福田区广厦路1号创智云中心A栋24-25层,福田区,,注册地在深圳
A股,300052,中青宝,互联网,互联网技术-云服务(含IDC、CDN),信息传输、软件和信息技术服务业-互联网和相关服务,深圳市福田区华强北街道福强社区深南中路2070号电子科技大厦C座43A,深圳市南山区深圳湾科技生态园三期10A栋23层,福田区,,注册地在深圳
A股,300077,国民技术,电子设备,半导体-集成电路,制造业-计算机、通信和其他电子设备制造业,深圳市南山区西丽街道松坪山社区宝深路109号国民技术大厦1楼,深圳市南山区西丽街道松坪山社区宝深路109号国民技术大厦,南山区,,注册地在深圳
A股,300085,银之杰,信息技术,计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市福田区沙头街道天安社区车公庙泰然七路1号博今商务广场B座十二层,深圳市福田区泰然七路博今商务广场B座十二层,福田区,,注册地在深圳
A股,300112,万讯自控,机械设备,通用设备-仪器仪表,制造业-仪器仪表制造业,深圳市南山区高新技术产业园北区三号路万讯自控大楼1-6层,深圳市南山区西丽街道松坪山社区高新北六道15号威大科技园B座1层、6-7层,南山区,,注册地在深圳
A股,300115,长盈精密,电子设备,电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区燕罗街道罗田社区罗昌路88号厂房101至1501(一照多址企业),深圳市宝安区燕罗街道象山大道78号长盈精密总部,宝安区,,注册地在深圳
A股,300124,汇川技术,机械设备,机器人-工业机器人,制造业-电气机械和器材制造业,深圳市龙华区观湖街道鹭湖社区澜清二路6号汇川技术总部大厦1单元101,深圳市龙华区观湖街道鹭湖社区澜清二路6号汇川技术总部大厦1单元101,龙华区,,注册地在深圳
A股,300130,新国都,信息技术,计算机硬件-专用计算机设备,制造业-专用设备制造业,深圳市福田区深南路车公庙工业区泰然劲松大厦17A,广东省深圳市南山区科技南十二路20号嘉联支付大厦11楼,福田区,,注册地在深圳
A股,300131,英唐智控,电子设备,电子元件-电子元件,批发和零售业-批发业,深圳市宝安区新安街道海旺社区宝兴路6号海纳百川总部大厦B座6层、7层、8层,深圳市宝安区新安街道海旺社区宝兴路6号海纳百川总部大厦B座6层、7层、8层,宝安区,,注册地在深圳
A股,300136,信维通信,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区沙井街道西环路1013号A.B栋,广东省深圳市宝安区沙井街道西环路1013号A.B栋,宝安区,,注册地在深圳
A股,300151,昌红科技,机械设备,通用设备-其他通用机械,制造业-专用设备制造业,深圳市坪山区碧岭街道沙湖社区锦龙大道3号昌红科技公司1层至3层,深圳市坪山区碧岭街道沙湖社区锦龙大道3号昌红科技公司1层至3层,坪山区,,注册地在深圳
A股,300154,瑞凌股份,机械设备,通用设备-其他通用机械,制造业-通用设备制造业,深圳市宝安区新安街道兴东社区70区润坊路5号润智研发中心2栋11F1102(1101-1104)(一照多址企业),深圳市宝安区新安街道兴东社区70区润坊路5号润智研发中心2栋11F1102(1101-1104),宝安区,,注册地在深圳
A股,300162,雷曼光电,电子设备,光电子器件-LED,制造业-计算机、通信和其他电子设备制造业,深圳市南山区松白路百旺信高科技工业园二区第八栋,广东省深圳市南山区松白路百旺信高科技工业园二区第八栋,南山区,,注册地在深圳
A股,300167,ST迪威迅,信息技术,通信设备-通信配套服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市南山区粤海街道科技园社区琼宇路10号澳特科兴科学园D栋2201,深圳市南山区粤海街道科技园社区琼宇路10号澳特科兴科学园D栋2201,南山区,,注册地在深圳
A股,300193,佳士科技,机械设备,通用设备-其他通用机械,制造业-通用设备制造业,深圳市坪山新区青兰一路3号,广东省深圳市南山区桃园路田厦国际中心A栋1606-1610,—,,注册地在深圳
A股,300197,节能铁汉,建筑,建筑施工-园林工程,水利、环境和公共设施管理业-生态保护和环境治理业,深圳市龙岗区龙城街道黄阁坑社区黄阁北路449号龙岗天安数码创新园三号厂房B1401,"广东省深圳市福田区红荔西路8133号农科商务办公楼5,6,7楼",龙岗区,,注册地在深圳
A股,300199,翰宇药业,医药生物,化学制药-化学制剂,制造业-医药制造业,深圳市龙华区观澜高新园区观盛四路7号翰宇创新产业大楼,深圳市龙华区观澜高新园区观盛四路7号翰宇创新产业大楼,龙华区,,注册地在深圳
A股,300206,理邦仪器,医药生物,医疗器械-医疗器械,制造业-专用设备制造业,深圳市坪山新区坑梓街道金沙社区金辉路15号,广东省深圳市坪山新区坑梓街道金沙社区金辉路15号,—,,注册地在深圳
A股,300207,欣旺达,电子设备,电子设备制造-电子设备制造,制造业-电气机械和器材制造业,深圳市宝安区石岩街道石龙社区颐和路2号综合楼1楼、2楼A-B区、2楼D区-9楼,"深圳市宝安区石岩街道石龙社区龙强路2号欣旺达电子股份有限公司智慧园区,香港铜锣湾希慎道33号利园一期19楼1919室",宝安区,,注册地在深圳
A股,300227,光韵达,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,深圳市南山区沙河街道高发社区侨香路金迪世纪大厦A栋1201,深圳市南山区沙河街道高发社区侨香路金迪世纪大厦A栋12楼,南山区,,注册地在深圳
A股,300232,洲明科技,电子设备,光电子器件-LED,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区福海街道和平社区同富裕工业区蚝业路18号B栋1-3楼,"深圳市宝安区福海街道和平社区同富裕工业区蚝业路18号B栋1-3楼,(生产基地)惠州市惠阳区大亚湾西区龙盛五路3号洲明科技园,中山市民众镇众安大道105号,江西省南昌市南昌高新技术产业开发区天祥北大道698号光电产业园",宝安区,,注册地在深圳
A股,300235,方直科技,信息技术,计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市南山区南头街道马家龙社区大新路198号创新大厦B栋901,广东省深圳市南山区大新路198号创新大厦B栋9楼,南山区,,注册地在深圳
A股,300241,瑞丰光电,电子设备,光电子器件-LED,制造业-计算机、通信和其他电子设备制造业,深圳市光明区玉塘街道田寮社区融汇路与同观路交汇瑞丰光电大厦1栋1601(一照多址企业),深圳市光明区玉塘街道田寮社区融汇路与同观路交汇瑞丰光电大厦1栋16F,光明区,,注册地在深圳
A股,300252,金信诺,信息技术,通信设备-通信传输设备,制造业-电气机械和器材制造业,广东省深圳市龙岗区宝龙街道宝龙社区宝龙二路50号金信诺1号厂房1楼、19楼,"深圳市南山区粤海街道高新区社区高新南九道10号深圳湾科技生态园10栋B座26层,深圳市龙岗区宝龙街道宝龙社区宝龙二路50号金信诺1号厂房1楼、19楼",龙岗区,,注册地在深圳
A股,300264,佳创视讯,信息技术,计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市光明区凤凰街道凤凰社区汇通路7号万和科技大厦A栋六层76号,深圳市南山区西丽打石一路深圳国际创新谷1栋A座15楼,光明区,,注册地在深圳
A股,300269,联建光电,电子设备,电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区新安街道兴东社区68区留仙大道2号汇聚创新园2栋2317(一照多址企业),深圳市南山区深圳湾科技生态园二区9栋B4座16楼,宝安区,,注册地在深圳
A股,300301,ST长方,电子设备,光电子器件-LED,制造业-计算机、通信和其他电子设备制造业,深圳市坪山区龙田街道竹坑社区长方集团总部大楼一层,广东省深圳市龙华区福城街道人民路221号,坪山区,,注册地在深圳
A股,300303,聚飞光电,电子设备,光电子器件-LED,制造业-计算机、通信和其他电子设备制造业,广东省深圳市龙岗区平湖街道鹅公岭社区鹅岭工业区4号,深圳市龙岗区平湖街道华宝路99号聚飞光电大厦,龙岗区,,注册地在深圳
A股,300311,任子行,信息技术,计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市南山区高新区科技中二路软件园2栋6楼,深圳市南山区高新区科技中二路软件园2栋6楼,南山区,,注册地在深圳
A股,300317,珈伟新能,电气设备,电源设备-太阳能,制造业-电气机械和器材制造业,深圳市龙岗区坪地街道中心社区环坪路7号A栋101-1201、C栋101-901、D栋101-901,深圳市南山区粤海街道科技园社区科苑路8号讯美科技广场1号楼27楼,龙岗区,,注册地在深圳
A股,300319,麦捷科技,电子设备,电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业,深圳市坪山区龙田街道竹坑社区坪山科技路16号1栋麦捷科技智慧园厂房101、坪山科技路8号智鑫能源大楼101,深圳市坪山区龙田街道竹坑社区坪山科技路麦捷科技智慧园,坪山区,,注册地在深圳
A股,300333,兆日科技,信息技术,计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市福田区泰然八路泰然大厦C座1605,深圳市福田区车公庙深业泰然大厦C栋1605室,福田区,,注册地在深圳
A股,300348,长亮科技,信息技术,计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市南山区粤海街道沙河西路深圳湾科技生态园一区2栋A座5层,深圳市南山区粤海街道沙河西路深圳湾科技生态园一区2栋A座5层,南山区,,注册地在深圳
A股,300350,华鹏飞,交通运输,物流-物流,交通运输、仓储和邮政业-多式联运和运输代理业,广东省深圳市福田区华富街道莲花一村社区皇岗路5001号深业上城(南区)T2栋4308,深圳市福田区华富街道莲花一村社区皇岗路5001号深业上城(南区)T2栋4308,福田区,,注册地在深圳
A股,300377,赢时胜,信息技术,计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市福田区华富街道莲花一村社区皇岗路5001号深业上城(南区)T2栋3701,深圳市福田区华富街道莲花一村社区皇岗路5001号深业上城(南区)T2栋3701,福田区,,注册地在深圳
A股,300389,艾比森,电子设备,光电子器件-LED,制造业-计算机、通信和其他电子设备制造业,深圳市龙岗区坂田街道雪岗路2018号天安云谷产业园一期3栋A座18、19、20层,深圳市龙岗区坂田街道雪岗路2018号天安云谷产业园一期3栋A座18、19、20层,龙岗区,,注册地在深圳
A股,300400,劲拓股份,机械设备,专用设备-其他专用机械,制造业-专用设备制造业,深圳市宝安区航城街道鹤洲社区广深高速北侧鹤洲工业区劲拓自动化工业厂区1层至5层,深圳市宝安区石岩街道水田社区祝龙田北路8号劲拓高新技术中心(劲拓光电产业园),宝安区,,注册地在深圳
A股,300454,深信服,信息技术,计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市南山区西丽街道西丽社区仙洞路16号深信服科技大厦7楼,广东省深圳市南山区西丽街道仙洞路16号深信服科技大厦,南山区,,注册地在深圳
A股,300457,赢合科技,机械设备,专用设备-其他专用机械,制造业-专用设备制造业,深圳市光明区新湖街道圳美社区圳园路98号光明天安云谷产业园1栋A座703,广东省深圳市南山区前海深港合作区前海大道前海嘉里中心T2-2501,光明区,,注册地在深圳
A股,300468,四方精创,信息技术,计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市南山区粤海街道高新区社区高新南七道8号四方精创资讯大厦3层,深圳市南山区粤海街道高新区社区高新南七道8号四方精创资讯大厦,南山区,,注册地在深圳
A股,300484,蓝海华腾,电气设备,输变电设备-电气自控设备,制造业-电气机械和器材制造业,深圳市光明区玉塘街道田寮社区根玉路与田寮路交汇处东南侧二号楼801(一照多址企业),广东省深圳市光明区玉塘街道田寮社区根玉路与田寮路交汇处东南侧二号楼801,光明区,,注册地在深圳
A股,300506,名家汇,建筑,建筑施工-专业工程,建筑业-建筑装饰、装修和其他建筑业,深圳市南山区粤海街道高新区社区高新南九道10号深圳湾科技生态园10栋A2001(20层01-06号),深圳市南山区粤海街道高新区社区高新南九道10号深圳湾科技生态园10栋A2001(20层01-06号),南山区,,注册地在深圳
A股,300514,友讯达,电气设备,输变电设备-电气仪表,制造业-仪器仪表制造业,深圳市南山区桃源街道龙光社区龙珠三路光前工业区6栋3层,深圳市南山区桃源街道龙光社区龙珠三路光前工业区6栋3层,南山区,,注册地在深圳
A股,300531,优博讯,信息技术,通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业,深圳市南山区粤海街道学府路63号高新区联合总部大厦36楼,深圳市南山区粤海街道学府路63号高新区联合总部大厦36楼,南山区,,注册地在深圳
A股,300532,今天国际,信息技术,计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市龙岗区宝龙街道宝龙社区翠宝路今天国际办公楼101,深圳市龙岗区宝龙街道翠宝路26号,龙岗区,,注册地在深圳
A股,300533,冰川网络,互联网,互联网服务-游戏娱乐,信息传输、软件和信息技术服务业-互联网和相关服务,深圳市南山区粤海街道滨海社区高新南十道63号高新区联合总部大厦15层,深圳市南山区粤海街道滨海社区高新南十道63号高新区联合总部大厦15层,南山区,,注册地在深圳
A股,300538,同益股份,商贸零售,贸易-贸易,批发和零售业-批发业,深圳市宝安区西乡街道桃源社区航城工业区宝华森国际中心C栋501-512,深圳市宝安区西乡街道桃源社区航城工业区宝华森国际中心C栋501,宝安区,,注册地在深圳
A股,300543,朗科智能,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区新安街道兴东社区70区创业二路526号科创大厦A栋1701,深圳市宝安区新安街道兴东社区70区创业二路526号科创大厦A栋1701,宝安区,,注册地在深圳
A股,300545,联得装备,电子设备,电子器件-显示器件,制造业-专用设备制造业,广东省深圳市龙华区观湖街道观城社区求知东路6号联得大厦A2001,深圳市龙华区观湖街道大和社区大和工业区28号1栋101,龙华区,,注册地在深圳
A股,300546,雄帝科技,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市南山区粤海街道高新区社区高新南九道10号深圳湾科技生态园10栋A2901-2902,深圳市南山区粤海街道高新区社区高新南九道10号深圳湾科技生态园10栋A2901-2902,南山区,,注册地在深圳
A股,300556,丝路视觉,信息技术,计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,广东省深圳市罗湖区东门街道城东社区深南东路2028号罗湖商务中心1706,广东省深圳市福田保税区市花路花样年福年广场B4栋108室,罗湖区,,注册地在深圳
A股,300565,科信技术,信息技术,通信设备-通信配套服务,制造业-计算机、通信和其他电子设备制造业,深圳市龙岗区宝龙街道新能源一路科信科技大厦,深圳市龙岗区新能源一路科信科技大厦,龙岗区,,注册地在深圳
A股,300568,星源材质,有色金属,金属非金属新材料-电池材料,制造业-化学原料和化学制品制造业,深圳市光明新区公明办事处田园路北,广东省深圳市光明新区公明办事处田园路北,光明新区,,注册地在深圳
A股,300570,太辰光,信息技术,通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业,深圳市坪山区坑梓街道秀新社区锦绣中路8号太辰光通信科技园(一照多址企业),深圳市坪山区坑梓街道秀新社区锦绣中路8号太辰光通信科技园,坪山区,,注册地在深圳
A股,300572,安车检测,机械设备,通用设备-仪器仪表,制造业-仪器仪表制造业,深圳市南山区粤海街道学府路63号高新区联合总部大厦35楼,深圳市南山区粤海街道学府路63号高新区联合总部大厦35楼,南山区,,注册地在深圳
A股,300576,容大感光,基础化工,化学制品-其他化学制品,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区福海街道新田社区新田大道71-5号301(1-3层),深圳市宝安区福海街道新田社区新田大道71-5号301(1-3层),宝安区,,注册地在深圳
A股,300601,康泰生物,医药生物,生物医药-生物医药,制造业-医药制造业,深圳市南山区粤海街道科技园社区科发路222号康泰集团大厦101,深圳市南山区粤海街道科技园社区科发路222号康泰集团大厦,南山区,,注册地在深圳
A股,300602,飞荣达,电子设备,电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业,深圳市光明区玉塘街道田寮社区根玉路1215号飞荣达新材料产业园(一照多址企业),深圳市光明区玉塘街道田寮社区根玉路1215号飞荣达新材料产业园(一照多址企业),光明区,,注册地在深圳
A股,300615,欣天科技,信息技术,通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业,深圳市南山区西丽街道西丽社区打石一路深圳国际创新谷七栋(万科云城三期C区九栋)B座2401房,深圳市南山区打石1路深圳国际创新谷7栋B座24层2401房,南山区,,注册地在深圳
A股,300621,维业股份,建筑,装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业,深圳市福田区新洲路以西、莲花路以南振业景洲大厦裙楼101,深圳市福田区新洲路以西、莲花路以南振业景洲大厦裙楼101,福田区,,注册地在深圳
A股,300622,博士眼镜,商贸零售,零售-连锁,批发和零售业-零售业,深圳市罗湖区桂园街道深南东路5016号京基一百大厦A座2201-02单元,深圳市罗湖区桂园街道深南东路5016号京基一百大厦A座2201-02单元,罗湖区,,注册地在深圳
A股,300633,开立医疗,医药生物,医疗器械-医疗器械,制造业-专用设备制造业,深圳市南山区粤海街道麻岭社区高新中区科技中2路1号深圳软件园(2期)12栋201、202,深圳市光明区光电北路368号开立医疗大厦,南山区,,注册地在深圳
A股,300634,彩讯股份,信息技术,计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市南山区粤海街道高新区社区科苑南路3176号彩讯科技大厦三十一层,广东省深圳市南山区高新南区科苑南路3176号彩讯科创中心31层,南山区,,注册地在深圳
A股,300638,广和通,信息技术,通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业,深圳市南山区西丽街道西丽社区打石一路深圳国际创新谷六栋A座1101,"深圳市南山区西丽街道西丽社区打石一路深圳国际创新谷六栋A座10-14层,香港湾仔皇后大道东248号大新金融中心40楼",南山区,,注册地在深圳
A股,300647,超频三,有色金属,金属非金属新材料-电池材料,制造业-计算机、通信和其他电子设备制造业,深圳市龙岗区宝龙街道宝龙社区高科大道18号超频三大楼A座1301,深圳市龙岗区宝龙街道宝龙社区高科大道18号超频三大楼A座1301,龙岗区,,注册地在深圳
A股,300656,民德电子,信息技术,计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业,深圳市南山区高新区中区科技园工业厂房25栋1段5层(1)号,广东省深圳市南山区高新区中区科技园工业厂房25栋1段5层(1)号,南山区,,注册地在深圳
A股,300668,杰恩股份,休闲、生活及专业服务,专业服务-其他专业服务,租赁和商务服务业-商务服务业,深圳市南山区粤海街道高新区社区白石路3609号深圳湾科技生态园二区9栋532B室,深圳市南山区乌石头路8号天明科技大厦11楼,南山区,,注册地在深圳
A股,300671,富满微,电子设备,半导体-集成电路,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市坪山区坑梓街道金沙社区坑梓人民东路30号富满微产研大厦1栋101,深圳市前海深港合作区听海大道5059号前海鸿荣源中心B座37层,坪山区,,注册地在深圳
A股,300675,建科院,休闲、生活及专业服务,专业服务-其他专业服务,科学研究和技术服务业-专业技术服务业,深圳市福田区上梅林梅坳三路29号建科大楼,广东省深圳市福田区上梅林梅坳三路29号建科大楼,福田区,,注册地在深圳
A股,300676,华大基因,医药生物,生物医药-生物医药,科学研究和技术服务业-专业技术服务业,深圳市盐田区梅沙街道滨海社区云华路9号华大时空中心B栋8南1-1,广东省深圳市盐田区梅沙街道云华路9号华大时空中心B区8层,盐田区,,注册地在深圳
A股,300679,电连技术,电子设备,电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业,深圳市光明区玉塘街道长圳社区长凤路电连技术产业园八层(第一层至第八层),深圳市光明区玉塘街道长圳社区长凤路电连技术产业园第一层至第八层,光明区,,注册地在深圳
A股,300686,智动力,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市坪山区龙田街道南布社区兰金六路9号智动力办公楼整套101,广东省东莞市凤岗镇官井头村小布二路10号,坪山区,,注册地在深圳
A股,300689,澄天伟业,信息技术,通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业,深圳市南山区粤海街道高新区社区高新南九道10号深圳湾科技生态园10栋B3401-B3404,深圳市南山区粤海街道高新区社区高新南九道10号深圳湾科技生态园10栋B3401-B3404,南山区,,注册地在深圳
A股,300693,盛弘股份,电气设备,电源设备-储能设备,制造业-电气机械和器材制造业,深圳市南山区西丽街道松白路1002号百旺信高科技工业园2区6栋,广东省深圳市南山区西丽街道松白路1002号百旺信高科技工业园2区6栋,南山区,,注册地在深圳
A股,300713,英可瑞,电气设备,电源设备-其他电源设备,制造业-电气机械和器材制造业,深圳市南山区西丽街道曙光社区中山园路1001号TCL科学园区E1栋1101,深圳市龙岗区宝龙街道宝龙社区宝龙二路60号英可瑞工业园,南山区,,注册地在深圳
A股,300724,捷佳伟创,电气设备,电源设备-太阳能,制造业-专用设备制造业,深圳市坪山区龙田街道竹坑社区金牛东路62号一层至六层,深圳市坪山区龙田街道竹坑社区金牛东路62号一层至六层,坪山区,,注册地在深圳
A股,300731,科创新源,基础化工,橡胶制品-其他橡胶制品,制造业-橡胶和塑料制品业,深圳市光明区新湖街道同富裕工业园富川科技工业园2号、3号厂房,深圳市光明区新湖街道同富裕工业园富川科技工业园2号、3号厂房,光明区,,注册地在深圳
A股,300739,明阳电路,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区新桥街道上星第二工业区南环路32号B栋,深圳市宝安区新桥街道上星第二工业区南环路32号B栋,宝安区,,注册地在深圳
A股,300745,欣锐科技,交运设备,汽车-汽车零部件,制造业-汽车制造业,深圳市南山区桃源街道福光社区留仙大道3370号南山智园崇文园区3号楼3401-3504(34、35层),深圳市南山区桃源街道福光社区留仙大道3370号南山智园崇文园区3号楼3401-3504(34、35层),南山区,,注册地在深圳
A股,300752,隆利科技,电子设备,电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业,深圳市龙华区观澜街道大富社区建盛路1号隆利科技广场1栋701,深圳市龙华区观澜街道大富社区建盛路1号隆利科技广场1栋701,龙华区,,注册地在深圳
A股,300760,迈瑞医疗,医药生物,医疗器械-医疗器械,制造业-专用设备制造业,深圳市南山区高新技术产业园区科技南十二路迈瑞大厦1-4层,深圳市南山区高新技术产业园区科技南十二路迈瑞大厦1-4层,南山区,,注册地在深圳
A股,300769,德方纳米,有色金属,金属非金属新材料-电池材料,制造业-计算机、通信和其他电子设备制造业,深圳市南山区桃源街道福光社区留仙大道3370号南山智园崇文园区1号楼1001,深圳市南山区留仙大道3370号南山智园崇文园区1号楼10层,南山区,,注册地在深圳
A股,300771,智莱科技,电子设备,电子设备制造-电子设备制造,制造业-专用设备制造业,深圳市光明区马田街道合水口社区建设西路120号507,深圳市龙岗区坂田街道天安云谷二期四栋37层,光明区,,注册地在深圳
A股,300778,新城市,休闲、生活及专业服务,专业服务-其他专业服务,科学研究和技术服务业-专业技术服务业,广东省深圳市龙岗区中心城清林中路39号新城市大厦10楼,广东省深圳市龙岗区中心城清林中路39号新城市大厦10楼,龙岗区,,注册地在深圳
A股,300811,铂科新材,有色金属,金属非金属新材料-磁性材料,制造业-计算机、通信和其他电子设备制造业,深圳市南山区西丽街道曙光社区智谷研发楼B栋1301,深圳市南山区沙河西路3157号南山智谷产业园B座13F,南山区,,注册地在深圳
A股,300812,易天股份,电子设备,电子设备制造-电子设备制造,制造业-专用设备制造业,深圳市宝安区沙井街道沙头社区沙井南环路446号星展广场1栋A座401,深圳市宝安区沙井街道沙头社区沙井南环路446号星展广场1栋A座401,宝安区,,注册地在深圳
A股,300814,中富电路,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区沙井街道和一社区和二工业区兴业路8号,广东省深圳市南山区蛇口招商局广场大厦6楼GH单元,宝安区,,注册地在深圳
A股,300822,贝仕达克,电子设备,消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业,深圳市龙岗区龙岗街道龙西社区学园路第三工业区22栋、23栋、34栋、37栋(一照多址企业),深圳市龙岗区宝龙街道宝龙社区拓新路19号(贝仕达克科技大厦),龙岗区,,注册地在深圳
A股,300824,北鼎股份,家电,其他家电-其他家电,制造业-电气机械和器材制造业,深圳市南山区桃源街道福光社区留仙大道3333号塘朗城广场(西区)A座、B座、C座A座3801,深圳市南山区桃源街道福光社区留仙大道3333号塘朗城广场(西区)A座、B座、C座A座3801,南山区,,注册地在深圳
A股,300832,新产业,医药生物,医疗器械-医疗器械,制造业-医药制造业,深圳市坪山区坑梓街道金沙社区锦绣东路23号新产业生物大厦二十一层,深圳市坪山区坑梓街道金沙社区锦绣东路23号新产业生物大厦,坪山区,,注册地在深圳
A股,300854,中兰环保,公用事业,环保-环保,水利、环境和公共设施管理业-生态保护和环境治理业,深圳市罗湖区桂园街道老围社区深南东路5016号蔡屋围京基一百大厦A座4112,深圳市南山区蛇口南海大道1069号联合大厦三层,罗湖区,,注册地在深圳
A股,300857,协创数据,电子设备,消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业,深圳市福田区梅林街道梅都社区中康路136号深圳新一代产业园3栋1701,深圳市福田区梅林街道梅都社区中康路136号深圳新一代产业园3栋1701,福田区,,注册地在深圳
A股,300868,杰美特,电子设备,电子器件-其他电子器件,制造业-橡胶和塑料制品业,深圳市龙华区民治街道北站社区汇德大厦1号楼4201,深圳市龙华区民治街道北站社区汇德大厦1号楼4201,龙华区,,注册地在深圳
A股,300870,欧陆通,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区航城街道三围社区航城大道175号南航明珠花园1栋19号,深圳市宝安区航城街道三围社区航城大道175号南航明珠花园1栋19号,宝安区,,注册地在深圳
A股,300888,稳健医疗,纺织服装,纺织-棉纺,制造业-纺织业,"深圳市龙华区民治街道北站社区汇隆商务中心2号楼42层,深圳市龙华区布龙路660号稳健工业园",深圳市龙华区民治街道北站社区汇隆商务中心2号楼42层,龙华区,,注册地在深圳
A股,300889,爱克股份,电子设备,光电子器件-LED,制造业-电气机械和器材制造业,深圳市光明区凤凰街道塘家社区科农路589号爱克股份产业园1栋101,深圳市光明区凤凰街道塘家社区科农路589号爱克股份产业园1栋101,光明区,,注册地在深圳
A股,300909,汇创达,电子设备,电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区石岩街道长排社区爱群路同富裕工业区2-2号厂房一层、二层、三层,深圳市宝安区石岩街道长排社区爱群路同富裕工业区2-2号厂房一层、二层、三层,宝安区,,注册地在深圳
A股,300916,朗特智能,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区新桥街道象山社区新发东路7号一层至三层、5号一层至三层;深圳市宝安区新桥街道上寮社区黄埔路52号G栋一层至四层(一照多址企业),深圳市宝安区新桥街道上寮社区黄埔路52号G栋一层至四层,宝安区,,注册地在深圳
A股,300921,南凌科技,互联网,互联网服务-其他互联网服务,信息传输、软件和信息技术服务业-互联网和相关服务,深圳市福田区深南大道1006号深圳国际创新中心A栋16层,深圳市福田区深南大道1006号深圳国际创新中心A栋16层,福田区,,注册地在深圳
A股,300925,法本信息,信息技术,计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市南山区西丽街道云城社区龙珠大道880号南山区科技创新中心1栋1单元(A2)36层-38层,广东省深圳市南山区西丽街道南山科技创新中心南山智城A2栋36层-38层,南山区,,注册地在深圳
A股,300938,信测标准,交运设备,汽车-汽车服务,科学研究和技术服务业-专业技术服务业,深圳市南山区马家龙工业区69栋,深圳市南山区深圳湾科技生态园11栋A座601,南山区,,注册地在深圳
